16,#hash_3ede6504593c0fdd,#hash_509c267dd61a1a42,#hash_642160b2ebf55dd2,#,#restrict_loadout,#hash_44dcc4dbf2ce47de,#,#,#,#,#,#,#
17,#hash_4e124a5e2fc8c920,#hash_509c277dd61a1bf5,#hash_282b1c9acf3429df,#,#upgrade_multiple,#2,#4,#,#,#,#,#,#
18,#hash_6eacb0aaeb22666,#hash_509c287dd61a1da8,#hash_2d5b3e718f0d39f0,#,#flag_check,#hash_701aa76674161d36,#hash_298f465469b5e458,#,#,#,#,#,#
19,#hash_760971fc801fca60,#hash_509c297dd61a1f5b,#hash_fb402ff44f08e0d,#,#special_enemy,#zombie_dog,#40,#80,#,#,#,#,#
19,#,#,#,#,#restrict_loadout,#snowballs,#,#,#,#,#,#,#
20,#hash_271544ef79af2149,#hash_50a6327dd622832b,#hash_777f682f8c48d07d,#,#defend_area,#s_destination_sundeck,#hash_56588456a8b61e61,#hash_269e5cc1c5092548,#sun_deck,#bridge,#navigation,#,#
20,#,#,#,#,#give_reward,#hash_20e46acec43f89e9,#hash_46044d0ce4567ceb,#uie_trial_medal_silver,#hash_36f86bbf6612a04d,#,#,#,#
21,#hash_6edf9aa1e8cc12ed,#hash_50a6317dd6228178,#hash_6a9be845c6452ca0,#,#lighthouse_beam,#,#,#,#,#,#,#,#
22,#hash_ec384d52744184c,#hash_50a6347dd6228691,#hash_15d03eda3802d8ab,#,#flag_check,#hash_616e0abddc034740,#hash_675b0f7855ad40b6,#,#,#,#,#,#
23,#cold_shoulder,#hash_50a6337dd62284de,#hash_6fadb10365fc3bee,#,#magicbox_hunt,#6,#,#,#,#,#,#,#
24,#dead_line,#hash_50a6367dd62289f7,#hash_2013d9c66d651329,#,#hash_671231fa368e1829,#15,#25,#35,#50,#,#,#,#
25,#hash_437164f31271f9d2,#hash_50a6357dd6228844,#hash_1431bdde60bbe56c,#,#defend_area,#s_destination_forecastle,#hash_14d1d9ee53a85901,#hash_5d0d048a32c96ad8,#forecastle,#,#,#,#
26,#hash_fc3b6678dd03c0f,#hash_50a6387dd6228d5d,#hash_41bdafe80992b867,#,#flag_check,#hash_5b3ea84b9db5af50,#hash_b98a1f80d904fb2,#,#,#,#,#,#
27,#hash_398e3f74349000ae,#hash_50a6377dd6228baa,#hash_50558b5bb603d49a,#,#restrict_loadout,#hash_1dd9431fbe7472b7,#,#,#,#,#,#,#
28,#hash_41f0680f844f1967,#hash_50a62a7dd6227593,#hash_71df11dbf2e35745,#,#defend_area,#s_destination_beach,#hash_2936406873b0946e,#hash_4503e3e5bbc2e509,#beach,#,#,#,#
29,#hash_2c8586907ae79f2,#hash_50a6297dd62273e0,#hash_6339a2cd4107c7a8,#,#hash_5124770c13a75bab,#health,#5,#,#,#,#,#,#
30,#hash_37928bcde5f0c4ea,#hash_50a2ac7dd61f69a2,#hash_74b00507470ca672,#,#defend_area,#s_destination_infusion,#hash_5e2f764ee170b70,#hash_16752aa6ec4b6715,#human_infusion,#,#,#,#
30,#,#,#,#,#give_reward,#fastest_time_to_complete_round_30,#hash_f60cd1936dfe2ae,#uie_trial_medal_gold,#hash_2d17e37ec186e78a,#hash_5fb724d439b8956,#1,#,#
