10040,#hash_4fa0008b60deaab4,#objective,10,0,1,#hash_112b6434206e526a,#hash_7e7f8875e494845a,1,?0
10041,#hash_7ea5ab346a8be398,#objective,25,0,1,#hash_4116842050bb4fba,#hash_42a2db502058dc8a,1,?0
10042,#hash_674ddfad917fa524,#objective,50,0,1,#hash_2bf42e5c4da414e2,#hash_2d8f4c8584bab3b2,1,?0
10043,#hash_4840654e4b2597a5,#scorestreak,250,0,1,#hash_6c1a6ff1a2d00df3,#hash_40c7d5c770dfcce5,1,?0
10044,#hash_5903b7c9559be1e,#scorestreak,5,0,1,#hash_62d4e65dd8c7d2b1,#hash_2787a7c25fbffe0b,1,?0
10045,#hash_31951837e7c9b9ef,#scorestreak,5,0,1,#hash_63ff2d063824b746,#hash_11390b7e2860f736,1,?0
10046,#hash_276886a0fbac5de0,#scorestreak,1,1,1,#hash_1bca74d07d1c411a,#hash_4a9d2141052317aa,1,?0
10047,#hash_741b3c0ab3e7a55f,#scorestreak,1,1,1,#hash_18292ad4016e22df,#hash_1b8feca9146fe371,1,?0
10048,#hash_3f50e5536ee788ab,#specialist,5,1,1,#hash_37985d4852ef634d,#hash_39805e8219046e77,1,?0
10049,#hash_7861508178a93a0f,#specialist,5,1,1,#hash_1ea3e52553a4e545,#hash_1c32f00015d190f,1,?0
10050,#hash_31a6484e36a0a20f,#specialist,10,0,1,#hash_1d53f9779cf2942d,#hash_681f77325f2a4097,1,?0
10051,#hash_6b52fb637a3c29cb,#specialist,10,0,1,#hash_5be3e03706267915,#hash_2134d5f76749f9bf,1,?0
10052,#hash_473a8eefc745db7b,#combat,50,0,1,#hash_f362019942daed1,#hash_f90b1f6b39c32eb,1,?0
10053,#hash_1246b2a33b8739f4,#combat,10,0,1,#hash_7c87c90b8bd3b6ce,#hash_3657ad9ff6aad07e,1,?0
10054,#hash_586557e86aef88fd,#combat,10,0,1,#hash_20ca2be9dace62af,#hash_58d1d67eb0ab5261,1,?0
10055,#hash_34056df55815ffbe,#combat,3,0,1,#hash_2b69afd868f6edb0,#hash_6e5403bed7aeab18,1,?0
10056,#hash_1832bdb2f1aba003,#victory,5,0,1,#hash_57274a5d30d2c5f9,#hash_5d89124dd15f33d3,1,?0
10057,#hash_4985d4f734fdbfce,#play,5,0,1,#hash_4c43f82b5a50c800,#hash_2860e415dc83688,1,?0
10058,#hash_2156d88add08f25f,#play,5,0,1,#hash_6ae705f806e88ddd,#hash_3a550eb389d9e9e7,1,?0
10059,#hash_598fa84b33596a56,#play,5,0,1,#hash_42286b514847774a,#hash_1f6ed8e92fca80fa,1,?0
10060,#hash_38fb96360f792879,#play,5,0,1,#hash_3a058a124cce59b7,#hash_258e17b09f3f53e9,1,?0
10061,#hash_33860b3e1663bea9,#play,5,0,1,#hash_3888fb50fa9a9aa9,#hash_4fef391205234ba3,1,?0
10062,#hash_67b25dee32314d8d,#play,5,0,1,#hash_573bd67d89cd809c,#hash_687d53fa6c14d1e4,1,?0
10063,#hash_512615d6a9739dfa,#play,5,0,1,#hash_1018d4c7d7b81804,#hash_1b68ef693c785e2c,1,?0
10064,#hash_5dbf89f59ac323e3,#play,5,0,1,#hash_2710ad50f0aaeb8e,#hash_cdb644e4e1dcb3e,1,?0
10065,#hash_7e50b569c6374446,#play,5,0,1,#hash_572ac47d89beeed3,#hash_61df5fb390390485,1,?0
10066,#hash_d55e7fc2ab89041,#play,5,0,1,#hash_23e0ba179aa3b352,#hash_db52239619f3182,1,?0
10067,#hash_20583033219fa6aa,#play,5,0,1,#hash_62ba7d479ac6b138,#hash_43c4b9b96eada60,1,?0
10068,#hash_53542c30ea90ca02,#play,5,0,1,#hash_6093952143cc8fcc,#hash_4bbea65da4680234,1,?0
10069,#hash_6b23bf478e392be0,#play,5,0,1,#hash_7c319589c9c3f136,#hash_6d95e1650225da46,1,?0
10070,#hash_f916a0b9718fb8,#play,5,0,1,#hash_4f2ce775a3530a72,#hash_f320dd66ccae4e2,1,?0
10071,#hash_1ffdd36f8bcda97d,#play,5,0,1,#hash_7ca254f85c96ee43,#hash_2a6646cfebac88d5,1,?0
10072,#hash_42b7ebc5926b0008,#play,5,0,1,#hash_7b3fe150d7b4cbae,#hash_4f6b3bc14fc4bd9e,1,?0
20001,#hash_5f67f3e8adbeb98a,#play,5,0,2,#hash_1b9f10607fb5af9a,#hash_2a1c445327b9d32a,1,?0
20002,#hash_1d1b3fe36f24b6ac,#combat,5,0,2,#hash_7827646493844bdc,#hash_698ca669d466f224,1,?0
20003,#hash_63e1c91ddca36b58,#combat,5,1,2,#hash_e181b098da8fce8,#hash_3b8a13a7a35bfb30,1,?0
20004,#hash_78214e78d4159f84,#objective,5,0,2,#hash_6a9aa31c716b8694,#hash_7ca07745a35d5a5c,1,?0
20005,#hash_1075c38287814aa0,#objective,5,1,2,#hash_4adcec649c2e7210,#hash_6416ba9994704938,1,?0
20006,#hash_518ce6f8a5567a08,#objective,5,1,2,#hash_281ccfd8edeb6818,#hash_546f1a84f8ce4d00,1,?0
20007,#hash_8f83854f9aa068e,#combat,1,1,2,#hash_6e16d1e64b79551e,#hash_4ae6490e3bed152e,1,?0
20008,#hash_783240d7e11018c9,#combat,5,0,2,#hash_715d46dc69fc8bf9,#hash_648eeabe5282c5d3,1,?0
20009,#hash_3f1070327daed588,#combat,3,1,2,#hash_26c03ea262465478,#hash_12ce7a83ea7dc5a0,1,?0
20010,#hash_355152b5a8de61ef,#combat,3,0,2,#hash_48f03916e407d5bf,#hash_55d8280cb49ca691,1,?0
20011,#hash_117aee9968655de3,#combat,1,1,2,#hash_6d0bbfa9b3800b13,#hash_5a76f45bf07b27c5,1,?0
20012,#hash_3ddcd024e6e13a32,#scorestreak,5,0,2,#hash_538fd1ccc3f31222,#hash_f77039e632bcff2,1,?0
20013,#hash_d693aab50d25b96,#victory,4,0,2,#hash_95c75098e54f1a6,#hash_3b613b196e1d06d6,1,?0
20014,#hash_2809e14b0f3b4c5e,#victory,8,1,2,#hash_3671abb43f605fce,#hash_524e0022cb0a2b7e,1,?0
20015,#hash_4a14b348f01ad76d,#victory,1,0,2,#hash_3dc678028aec2b1d,#hash_6042a40123c9b27,1,?0
20016,#hash_40186850547832f7,#victory,1,1,2,#hash_52cc11a56a639647,#hash_7464dd10515718d9,1,?0
20017,#hash_35e52e40ab6d1223,#victory,500,0,2,#hash_674d283f9019a733,#hash_584e07a1708fce25,1,?0
20018,#hash_421c3b5196a40f99,#victory,1000,1,2,#hash_60a3cb06a22ff689,#hash_72ec9952a0cbb643,1,?0
20019,#hash_61c7d530de491c8d,#combat,3,1,2,#hash_2a9bf902b4e1867d,#hash_73bae56f86b779c7,1,?0
20020,#hash_a75db3f2b544591,#combat,15,0,2,#hash_699eabcbf6212501,#hash_78c69fdc2a7df3fb,1,?0
20021,#hash_8c7ac8fa81d9bc3,#combat,5,0,2,#hash_4110b1fd06e09f73,#hash_5786ec666071165,1,?0
20022,#hash_64a10fd107fcf644,#combat,1,1,2,#hash_787cfc8ab2a2b434,#hash_5034a38eb120453c,1,?0
30001,#hash_759f87f4e42ffcd3,#combat,300,0,3,#hash_5ddd19ced35bf17d,#hash_4e54d504055cdac7,1,?0
30002,#hash_5aa9aaa3efcc8c08,#combat,150,0,3,#hash_5e145ededa3d448e,#hash_592f484b190363e,1,?0
30003,#hash_6887bad7ad79485b,#combat,200,0,3,#hash_53418ab5bd609569,#hash_75dcf65025a35a63,1,?0
30004,#hash_354e673137b60582,#combat,200,0,3,#hash_6ef65893f3d3f8,#hash_68716d56cfe11420,1,?0
30005,#hash_4974be997d299342,#combat,200,0,3,#hash_ae740766e2748b0,#hash_37b0835bf40fdc18,1,?0
30006,#hash_7dfd3b61c51584fd,#combat,200,0,3,#hash_37ac49f93b9c9c33,#hash_2ad5047d98a68d25,1,?0
30007,#hash_b47dacccdb18663,#combat,200,0,3,#hash_1bc97d72b7291611,#hash_1b6e8ad1bd77572b,1,?0
30008,#hash_475aacbeb2b4fe0c,#combat,200,0,3,#hash_6b1a132b19502046,#hash_487939a79ca49236,1,?0
30009,#hash_4d1e895f9313c6b,#combat,200,0,3,#hash_7b5563b173cdd93d,#hash_7aa03e52b7a43787,1,?0
30010,#hash_3178840f53beab88,#combat,150,1,3,#hash_5f54510209c1d5b2,#hash_1d9b68e71a913c22,1,?0
30011,#hash_4f442f95b647960b,#combat,150,0,3,#hash_6c8a21ac9a3abd39,#hash_5459640945197713,1,?0
30012,#hash_47a744f5c776d978,#combat,150,0,3,#hash_457a5227aaa8246a,#hash_6ee4bc4217e4ba5a,1,?0
30013,#hash_6cde879eb969cfbb,#combat,150,0,3,#hash_711606e0b2d2bd75,#hash_1592b20ff3f99e5f,1,?0
30014,#hash_781e103e02826009,#combat,50000,0,3,#hash_403b572193861f77,#hash_92b5e3e894ee3a9,1,?0
30015,#hash_b6b948aac4bd4c,#exploration,25,0,3,#hash_6c7f93f478dc82c2,#hash_2b0ba0fd1be8c752,1,?0
30016,#hash_7af98643fc22ffd5,#combat,100,0,3,#hash_13349e0373b667db,#hash_5b06bd8ecde5978d,1,?0
30017,#hash_7a3b8f92688f1d73,#milestone,1,0,3,#hash_561f65e12682b451,#hash_308863a7b144536b,1,?0
30018,#hash_4489902e9dbb55aa,#exploration,20,0,3,#hash_503823cd7a0b0678,#hash_501286a27b429ba0,1,?0
30019,#hash_56a15f4e4fa5f4b7,#exploration,30,0,3,#hash_34591ee8c59c6ba1,#hash_2e3b42c725f089db,1,?0
30020,#hash_4a8bbc38f59c2743,#exploration,30,0,3,#hash_5805a44160e5f261,#hash_6e8f18e7c54ac49b,1,?0
30021,#hash_33c68058207bfb41,#combat,200,0,3,#hash_581fe787771a38f,#hash_6942203879a3d601,1,?0
30022,#hash_442b84244ca6a613,#combat,20,1,3,#hash_6f6bd8cf2d3bffa5,#hash_749f32319ae537af,1,?0
30023,#hash_126eeecb48b8db2e,#combat,15,1,3,#hash_24d927d6b212934,#hash_307000f78179843c,1,?0
30024,#hash_38b41a1f3105c462,#combat,1,1,3,#hash_981b93a154bd3cc,#hash_6ce9d52f56c74e34,1,?0
30025,#hash_16a10697c6afa82,#combat,1,1,3,#hash_6a6134141dd3e190,#hash_6b66b3a6201567b8,1,?0
30026,#hash_299f40b6488b37df,#milestone,1,1,3,#hash_451f156d25b2520d,#hash_42fa0950d5e91b37,1,?0
30027,#hash_1a937aa7eeb3cde3,#milestone,30,0,3,#hash_4a8941a38b626a65,#hash_77b3adb785ceda6f,1,?0
30028,#hash_4e5a4f28d918179c,#victory,1,1,3,#hash_67c7fe3864e3b636,#hash_649e5d24f2010946,1,?0
30029,#hash_88b286a634040c6,#milestone,1,1,3,#hash_5f95a7442485220,#hash_75db3fab99bbe6e8,99,?0
30030,#hash_672bb6ed2dd40cab,#milestone,1,1,3,#hash_10c5951602ea971d,#hash_6cd172b626585f27,99,?0
30031,#hash_257283d6c7065a1e,#exploration,50000,0,3,#hash_251946bb73c0932c,#hash_1e4adfb8eb56e6d4,1,?0
30032,#hash_5a030c886808c790,#milestone,1,0,3,#hash_2c59b8c30c5bc18e,#hash_635910f6461c8d3e,1,?0
30033,#hash_1db0aaefc2baceb4,#combat,200,1,3,#hash_1261fdc76a11e212,#hash_3dd66784681dbf42,1,?0
30034,#hash_1f11b620a6de486b,#combat,200,0,3,#hash_7976ca220769abb1,#hash_2cb9fcd66330e90b,1,?0
30035,#hash_507eaa1fcb5caa86,#combat,1,0,3,#hash_19cbde0c0552c7a8,#hash_39f47579be5af7f0,1,?0
30036,#hash_456b19c561097c1b,#exploration,50,0,3,#hash_29e742eb4de65b99,#hash_22290da1c7837033,1,?0
30037,#hash_722a0179c583fff8,#exploration,200,0,3,#hash_51ff12fbfc6d77a6,#hash_2814a06f8314d8d6,99,?0
30038,#hash_5a5fa0b7ecf7bce5,#exploration,5,0,3,#hash_68d3693e122f2eef,#hash_4ea479076007a9a1,1,?0
30039,#hash_35f2db5e4f5935be,#combat,250,0,3,#hash_62a2ff86223e8f74,#hash_2329999249a5e27c,1,?0
30040,#hash_71ed95630568c0a5,#milestone,20,0,3,#hash_68542970511ffee3,#hash_365c93df0e7882b5,1,?0
30041,#hash_2eccd05bcbd822f,#combat,30,0,3,#hash_2a80e28920fe4025,#hash_64411b79b539292f,1,?0
30042,#hash_2277f12631eb5323,#combat,30,0,3,#hash_60bd8d2c40e2a70d,#hash_6a6468e597cbfa37,1,?0
30043,#hash_2d05bf381b6a45be,#victory,1,1,3,#hash_284a931e42e30058,#hash_6fa7925b4836f740,99,?0
30044,#hash_e0f3cb0f4c8c82d,#victory,1,0,3,#hash_178500116e98d73f,#hash_65dd27cb4bcf3b11,1,?0
30045,#hash_f680c899a8e4c85,#play,20,0,3,#hash_5a36f208e8b39a47,#hash_4bb08a7c87f0a4d9,1,?0
30046,#hash_3b61416d88d5e278,#play,20,0,3,#hash_2194adce2d55c1d6,#hash_dc9890785be9ca6,1,?0
30047,#hash_14a819778a6fccbb,#play,20,0,3,#hash_82d2922df2fdf71,#hash_6a719d5f871d93cb,1,?0
30048,#hash_1d8d86a4615a816e,#play,20,0,3,#hash_8acbcb110b2626c,#hash_5afbe0ebef21e014,1,?0
30049,#hash_747a0c756c61f799,#play,20,0,3,#hash_3ed184528158b71b,#hash_dbd597b353ffacd,1,?0
30050,#hash_3574ca7394ce67df,#play,20,0,3,#hash_5f5f15ce53f7c47d,#hash_6b3f783063fd73c7,1,?0
30051,#hash_37d3b7cdc643e3ed,#play,20,0,3,#hash_10009be4df7d4498,#hash_2ef495d1991ea172,1,?0
30052,#hash_59ad299e60457948,#play,20,0,3,#hash_7896211bab9ae595,#hash_28e560dc0fc2888b,1,?0
30053,#hash_64983d80a1a8a0bc,#play,3,0,3,#hash_4dfe20b87eb9191e,#hash_4922e8f1f0bde12e,99,?0
30054,#hash_2ce85363da5ddf3c,#play,10,0,3,#hash_69f162da789bae1a,#hash_4dac07cbad8c3eaa,1,?0
30055,#hash_753c6b07e7f0d102,#play,20,0,3,#hash_649e7f351ec1ecdc,#hash_32edd858e0e63524,1,?0
40001,#hash_3a8e1cd16ced090d,#combat,2,0,4,#hash_75b71f6d22732067,#hash_10c5d216f3afa039,1,?0
40002,#hash_667f2b93bcb7cf97,#equipment,2,0,4,#hash_7b6d809c12cdf719,#hash_7631f7ec4ff792b3,1,?0
40003,#hash_d0e756015e4f2e4,#equipment,2,0,4,#hash_564495ce4abbd3e5,#hash_4cd671959991a6ef,1,?0
40004,#hash_15d3178944567fc8,#combat,5,0,4,#hash_287db916b52c44bc,#hash_715518845cf7f044,1,?0
40005,#hash_26960896e41b052e,#combat,5,0,4,#hash_78b9a1c66123dbd0,#hash_5c32f768875c70f8,1,?0
40006,#hash_24a6fe1d38c78fa6,#combat,3,0,4,#hash_73516931d60ee48c,#hash_3fd7cc1bc786a9f4,1,?0
40007,#hash_917ca1622ee909,#combat,3,0,4,#hash_70a9bbd869d916c3,#hash_1d3d5f2370873255,1,?0
40008,#hash_55566633fad3906,#combat,3,0,4,#hash_4f62c811527ed6e8,#hash_2ef6229994534930,1,?0
40009,#hash_787c6658b5d8e5ab,#combat,3,0,4,#hash_728f4817286e73b9,#hash_66dff1317e2a0a93,1,?0
40010,#hash_209c6ecb45a25a6a,#exploration,10,0,4,#hash_50559121bbd47f1a,#hash_6c0935c5b20f11aa,1,?0
40011,#hash_76a6aeacc63e7ce7,#combat,2,0,4,#hash_1c18d4d345e36b58,#hash_5fe59df9a2ae5840,1,?0
40012,#hash_16305079185fffb7,#exploration,1,0,4,#hash_6842e9cc12c1faba,#hash_15e7aa0b0bafd8a,1,?0
40013,#hash_101e4b07a4707d36,#exploration,3,0,4,#hash_2519879eb956c3dc,#hash_361f7a1aa27b5a24,1,?0
40014,#hash_64c765ebb1ad37db,#exploration,10,0,4,#hash_b11cd5f546c208d,#hash_1c25f97d10c4f6b7,1,?0
40015,#hash_403147407bd1decc,#exploration,50,0,4,#hash_7f62a2701aa1682e,#hash_51bd38fcf592431e,1,?0
40016,#hash_6c95edbb431aa4e2,#support,20,0,4,#hash_561b2aec7b01bbbc,#hash_68767014facaf544,1,?0
40017,#hash_5f4ee5f31ebf4597,#combat,2,1,4,#hash_3a4d2add347795ec,#hash_42c009cdd037ca94,1,?0
40018,#hash_27068f5b82298af6,#combat,2,0,4,#hash_367d28cb41188bfe,#hash_66accfb3a391a4e,1,?0
40019,#hash_6e74e2826c57979a,#combat,3,0,4,#hash_5ae6c5061df4c0,#hash_52452e6b379e0348,1,?0
40020,#hash_614322e468d90148,#equipment,2,0,4,#hash_3e470d667d094898,#hash_11ca9b5c77d11e80,1,?0
40021,#hash_222aca7930cc6c4f,#combat,2,0,4,#hash_2f32ce608d340e2d,#hash_6c9261890b006e97,1,?0
40022,#hash_20b07175517ed179,#exploration,3,0,4,#hash_47ef6543adc3dd18,#hash_7f9d2d29e4f58c00,1,?0
40023,#hash_375ede206821cb1,#combat,2,1,4,#hash_4a121fc2f4c37c19,#hash_504d0c3a65fc01b3,1,?0
40024,#hash_443909a5b54c22b9,#victory,2,1,4,#hash_7785ba290b9470cb,#hash_2691a377bfef0fdd,1,?0
40025,#hash_48730ce04835417f,#victory,2,1,4,#hash_22b106d0e66ea333,#hash_1d7bc2dac7c54225,1,?0
40026,#hash_2c9ffdfc4e716112,#victory,2,1,4,#hash_1d34be815a6e8760,#hash_268563f06f065228,1,?0
40027,#hash_5468af4499f0c7fe,#equipment,2,0,4,#hash_c6f4346fce85c6,#hash_25cada5380cd2b6,1,?0
40028,#hash_3be4286ceb86e3ee,#combat,30,0,4,#hash_33cebacd3b6c147e,#hash_340003d33e8be3ce,1,?0
40029,#hash_662a7934c69c5aa7,#combat,5,0,4,#hash_6b633ea084ce775,#hash_1f10e5458d9bdc5f,1,?0
40030,#hash_427ce6c8328c38d0,#combat,3,1,4,#hash_1478055504e1d93c,#hash_50508129b32d5dc4,1,?0
40031,#hash_3ff60e8cd6dabd89,#support,2,0,4,#hash_573e1fa34eea134d,#hash_41623e53a7d67e77,1,?0
40032,#hash_42580a6cc2bf989e,#victory,1,1,4,#hash_617e987fadfdb8d2,#hash_700f90f356365202,1,?0
40033,#hash_4b331df1cf084980,#support,10,0,4,#hash_1cafacee6ef9c44,#hash_7ab73739f652a16c,1,?0
40034,#hash_55d855a64a351c16,#combat,5,0,4,#hash_27737fb4c93e638f,#hash_588fcc5a23521601,1,?0
40035,#hash_3f01fdb33d536780,#combat,3,1,4,#hash_60eb417853a51245,#hash_7221b91ff710800f,1,?0
40036,#hash_5d572a379b7adf62,#exploration,1,0,4,#hash_9cfd5dda3fc0083,#hash_3f64c0ba4274e815,1,?0
40037,#hash_579396af83d0d2b6,#combat,1,0,4,#hash_68169bcad3ce18c2,#hash_2ce50d559971c952,1,?0
40038,#hash_165a9439e9bfe79e,#combat,3,0,4,#hash_5ccf21889cd6c79c,#hash_39b6fcac891146e4,1,?0
40039,#hash_80a5bc9c87ee9ae,#support,1,0,4,#hash_3ac1e87cb39901e,#hash_7a6fc18970b1e62e,1,?0
40040,#hash_1d768bc95604897d,#combat,1,1,4,#hash_15698b019d4f226c,#hash_4e8726a77402014,1,?0
40041,#hash_4bc7882cf1404beb,#combat,2,0,4,#hash_77f3fa5c798d3795,#hash_5f0fcf4dc66a53f,1,?0
40042,#hash_683a35f38b014b9,#exploration,5,0,4,#hash_47f678e91b68e10c,#hash_754306c247604f74,1,?0
40043,#hash_6d2f5796b496e676,#equipment,1,1,4,#hash_18c537082af95584,#hash_607eb3ebecaa26ac,1,?0
40044,#hash_7d40878d77a51836,#victory,1,1,4,#hash_10b7727a9d049766,#hash_7d8432226fc83696,1,?0
40045,#hash_29c133baf1e0570a,#equipment,1,1,4,#hash_68ec324fa4803d22,#hash_78cec4f29170f2,1,?0
40046,#hash_69ce9185eb96006,#combat,5,0,4,#hash_13367fdda48c7bd6,#hash_623c3314aeec8aa6,1,?0
40047,#hash_3e6ea7a7898a0816,#combat,5,0,4,#hash_3844c60bd63dc17e,#hash_4105d3515243cace,1,?0
40048,#hash_762415d6941c625e,#combat,5,0,4,#hash_37882745a027d6c6,#hash_49c5d6ce52125b6,1,?0
40049,#hash_372bbe55a27ec4af,#play,45,0,4,#hash_19293addc550f8b3,#hash_6c450ab6933352a5,1,?0
40050,#hash_1dbb5150a78086fb,#play,45,0,4,#hash_4a2ec97650a90bcb,#hash_6ae5bfed41500dd,1,?0
40051,#hash_67444eea6c3a2b4,#play,45,0,4,#hash_11a27c48ce7e1e00,#hash_564a70bb9aec7888,1,?0
40052,#hash_6f4d7d1506be4c97,#play,45,0,4,#hash_168cfa6489ff021b,#hash_31b2a5f98d9cfbcd,1,?0
40053,#hash_395b9be57a35044e,#play,45,0,4,#hash_245e18d58bd29452,#hash_3400a6df7eea3482,1,?0
40054,#hash_533d85cab61c7cbe,#play,45,0,4,#hash_61aa25a60d4b6306,#hash_3a900f42a9b7c1f6,1,?0
40055,#hash_47ce5d5ec0614886,#play,45,0,4,#hash_2e4f005b620bf7e6,#hash_2d37de08f7178816,1,?0
40056,#hash_6bdbeb895b012fb2,#play,45,0,4,#hash_384be7793021f5dc,#hash_656314e523c3b024,1,?0
40057,#hash_137173b281445b4d,#play,45,0,4,#hash_528fb3b684b78575,#hash_238a5cea9242f65f,1,?0
40058,#hash_114034ef741c57c,#play,45,0,4,#hash_8bc275933a43300,#hash_745da2f5f8589788,1,?0
40059,#hash_158213f4ee12211e,#play,45,0,4,#hash_437df738324383d2,#hash_7704ccbc0841d302,1,?0
40060,#hash_17ed7af10aadfdbf,#play,45,0,4,#hash_27e2a9ffea27976c,#hash_1dd65480ea675f14,1,?0
40061,#hash_1567f7b8fb5d379a,#combat,2,0,4,#hash_69f85fa4eab85b5b,#hash_51139ac646f9c20d,1,?0
40062,#hash_500fb646c4b9ca1a,#equipment,2,0,4,#hash_76d8d1a0ca860d09,#hash_c81a83150e769c3,1,?0
40063,#hash_7e50a6cdb307039a,#victory,1,1,4,#hash_3f563a571d5e3bb4,#hash_70eb69d5ee40abbc,1,?0
